Entity,Code,Year,Dementia,Cardiovascular diseases,Kidney disease,Respiratory disease,Liver disease,"Diabetes, blood and endocrine disease",Digestive disease,Hepatitis,Cancers,Parkinson's disease,Fire,Malaria,Drowning,Homicide,HIV/AIDS,Drug disorder,Tuberculosis,Road incidents,Maternal deaths,Neonatal deaths,Alcohol disorder,Natural disasters,Diarrheal diseases,Heat-related deaths (hot or cold exposure),Nutritional deficiencies,Suicide,Execution,Meningitis (deaths),Lower respiratory infections (deaths),Intestinal infectious diseases (deaths),Protein-energy malnutrition (deaths),Conflict (deaths),Terrorism (deaths)
Democratic Republic of Congo,COD,2005,4318,60488,2365,10652,7537,11735,12043,1537,23119,175,2278,111117,5905,2092,43766,316,67059,11343,10821,57120,466,0,46809,492,29944,3018,,12517.498608487183,64969.28332085242,1042.70118643,17237.138772046877,4916,31
Democratic Republic of Congo,COD,2006,4490,62488,2437,11004,7738,12082,12382,1565,23846,182,2324,113928,6102,2142,43441,322,68126,11598,11775,58475,476,0,47052,504,30145,3118,,12453.795588429044,65357.3503969743,1062.71804379,17043.312617940283,308,23
Democratic Republic of Congo,COD,2007,4665,64905,2519,11409,7983,12467,12751,1595,24651,190,2362,115840,6164,2205,42722,328,69481,11818,12919,59852,489,0,46801,514,30298,3209,,12778.18688689311,65763.4242710259,1094.1876742,16879.11065317645,825,72
Democratic Republic of Congo,COD,2008,4893,67735,2628,11884,8355,12989,13228,1660,25662,200,2410,116286,6232,2337,42412,341,70750,12231,13863,61023,513,0,46397,530,30446,3378,,12556.164763241983,66164.93630002317,1108.1620667,16792.53662413104,1424,319
Democratic Republic of Congo,COD,2009,5109,69667,2705,12262,8595,13375,13586,1700,26471,210,2473,113599,6425,2435,41719,351,71678,12444,14431,62577,530,0,46039,542,30909,3480,,11612.964193603822,66962.80653741975,1135.81721412,17011.070876045713,2500,824
Democratic Republic of Congo,COD,2010,5313,71555,2781,12574,8854,13745,13913,1734,27278,219,2530,109518,6440,2525,40004,361,73802,12739,14930,63624,550,0,45302,553,31093,3597,,12037.76672478894,67027.79991422017,1168.33474006,16909.590102610753,360,118
Democratic Republic of Congo,COD,2011,5543,73669,2874,12906,9110,14253,14277,1769,28276,232,2592,103401,6601,2618,38359,374,73994,13132,15490,64613,569,0,45197,564,31347,3745,,11613.27882686829,66501.09077453509,1183.6533993,16461.780746444107,193,50
Democratic Republic of Congo,COD,2012,5795,75989,2981,13295,9412,14901,14720,1819,29486,245,2707,94334,6919,2730,36571,390,73463,13759,15608,65724,590,0,45869,578,32452,3912,,12128.162975216237,65880.6595491354,1264.03576757,16029.242360491005,1405,288
Democratic Republic of Congo,COD,2013,6014,77150,3032,13457,9576,15275,14937,1826,30393,258,2760,87612,6978,2801,33950,403,72698,14030,15423,66237,605,0,45151,582,32432,4021,,11767.254593821668,64262.55525572041,1285.9189483,15313.24038035164,1921,150
Democratic Republic of Congo,COD,2014,6250,78677,3101,13684,9807,15743,15234,1845,31480,271,2809,84322,6983,2899,30917,421,71936,14361,15162,66518,625,171,44530,588,32291,4164,,11729.990388239788,62851.88786417346,1315.80010134,14684.174770906862,412,366
Democratic Republic of Congo,COD,2015,6507,80452,3185,13958,10082,16324,15587,1872,32724,286,2884,77849,7123,3009,27127,440,71152,14795,14918,66465,647,0,44019,597,32551,4323,,10606.537819051478,61698.9342909933,1359.36176198,14136.706087105043,34,371
Democratic Republic of Congo,COD,2016,6905,82551,3268,14265,10317,16855,15903,1881,33892,306,2901,77633,7042,3093,24442,458,70146,14989,14686,66040,667,0,43372,600,32034,4463,,10270.654690224144,59813.60125499682,1345.72845382,13225.41320368723,277,532
Democratic Republic of Congo,COD,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,10031.51532425953,58587.28432343482,,12735.509233639737,,596
Denmark,DNK,1990,3115,27074,319,3146,817,1555,1308,7,14395,198,87,0,48,77,81,197,59,778,5,207,340,0,79,23,120,1518,,131.018022369966,1710.5597312937039,0.423861863675,33.52718012775928,,
Denmark,DNK,1991,3184,26952,336,3226,839,1581,1353,7,14564,201,91,0,49,80,95,200,58,764,6,205,340,0,83,24,119,1472,,127.61684637359049,1729.011756006653,0.430967730082,32.261088383322466,0,0
Denmark,DNK,1992,3257,26992,362,3362,872,1636,1423,7,14854,205,95,0,48,81,111,204,59,742,8,193,343,0,88,24,120,1433,,124.31777129796087,1803.3071349337351,0.439560299096,31.331131718342636,0,1
Denmark,DNK,1993,3315,26902,387,3522,908,1706,1498,6,15198,208,97,0,50,82,136,209,58,717,7,183,347,0,92,24,115,1394,,105.871379183016,1870.0036097736104,0.449783858549,28.47122044639534,,
Denmark,DNK,1994,3369,26239,439,3668,956,1789,1602,6,15663,211,98,0,52,84,235,218,57,687,7,181,345,0,94,24,104,1317,,92.89334907739547,1830.5900390925638,0.463309707113,22.679227673473488,,
Denmark,DNK,1995,3424,25701,476,3837,995,1858,1676,5,15917,214,101,0,52,85,258,217,56,674,7,175,353,0,100,24,94,1248,,90.84172661466089,1843.054229582356,0.475353175255,20.2830292496953,0,0
Denmark,DNK,1996,3459,24534,495,3916,1008,1907,1709,5,15984,217,102,0,52,86,172,210,55,639,6,169,384,0,101,25,86,1185,,78.4202249943458,1804.6210192289816,0.478417207743,21.15122358759229,,
Denmark,DNK,1997,3500,23386,515,4006,1040,2074,1772,5,15990,220,104,0,52,85,74,212,52,608,6,163,398,0,99,24,83,1118,,69.3645207734025,1666.144412506505,0.483386255044,19.424662096121395,,
Denmark,DNK,1998,3556,22532,540,4103,1048,2231,1812,5,16031,223,106,0,51,83,45,208,51,589,4,155,441,0,98,26,91,1053,,60.70818293904904,1533.6281771118297,0.48704466651,21.0393003369183,,
Denmark,DNK,1999,3626,22232,566,4207,1059,2392,1835,5,16124,228,112,0,54,81,49,206,49,574,5,152,509,0,111,28,103,1006,,64.95216446266251,1556.7441631306617,0.49549289793,26.76782925497591,0,0
Denmark,DNK,2000,3667,21306,589,4198,1052,2481,1822,5,15998,231,121,0,54,79,34,207,48,553,3,154,544,0,118,33,104,957,,62.441917251118,1491.4433595919668,0.500093967662,31.215936547500608,,
Denmark,DNK,2001,3660,20938,609,4200,1067,2581,1826,5,16071,235,126,0,55,75,39,204,47,533,4,152,592,0,135,36,101,928,,59.421303970980944,1587.5927127935424,0.510999420829,36.00328289243363,,
Denmark,DNK,2002,3637,20451,638,4190,1090,2720,1818,5,16157,238,130,0,54,73,41,196,47,523,4,149,647,0,163,36,105,903,,48.48335410903568,1777.538619292905,0.522668851436,45.21551168838137,,
Denmark,DNK,2003,3598,19716,659,4119,1106,2783,1795,5,16181,240,131,0,55,71,48,194,44,505,3,149,681,0,179,36,101,875,,52.75564547560567,1878.1420340833129,0.532634198374,46.69956424172632,,
Denmark,DNK,2004,3575,19062,681,4049,1108,2833,1790,5,16302,243,129,0,53,68,45,195,44,473,3,148,729,0,195,36,99,854,,45.34817528946836,1929.1549602177004,0.544459240478,48.10006391695639,,
Denmark,DNK,2005,3553,18328,698,4000,1105,2871,1783,5,16372,247,129,0,52,66,40,205,42,448,2,144,758,0,214,37,92,832,,42.25826316626367,1959.2089114956814,0.556752117239,46.79610645285113,,
Denmark,DNK,2006,3577,17742,718,3986,1114,2904,1763,6,16428,266,127,0,51,63,30,209,40,430,4,137,788,0,237,37,89,820,,40.893522810683734,2069.4248934605193,0.554999808206,46.62163486432906,,
Denmark,DNK,2007,3592,17139,747,3993,1102,2918,1727,6,16410,286,124,0,50,62,36,210,39,420,4,136,808,0,252,36,84,804,,41.34275108303629,2189.3719720201193,0.555746028042,45.002178109381894,,
Denmark,DNK,2008,3600,16554,766,3992,1094,2918,1693,6,16428,308,120,0,46,60,27,217,36,403,4,132,810,0,261,35,77,789,,41.344732057980636,2223.5272313324517,0.551258976747,41.18406964551865,13,0
Denmark,DNK,2009,3612,16146,798,4055,1084,2944,1666,6,16494,332,114,0,42,58,35,225,36,371,4,125,796,0,284,33,74,776,,39.62534653833335,2290.9925039687687,0.551323101088,39.84669453914543,,
Denmark,DNK,2010,3628,15632,830,4048,1069,2929,1626,6,16502,357,108,0,40,55,37,224,35,343,3,119,780,0,299,33,71,755,,40.895863769048105,2286.890768897503,0.549785912906,36.331179923663136,0,0
Denmark,DNK,2011,3683,15132,845,4014,1034,2923,1574,6,16458,364,101,0,38,53,27,224,31,317,3,114,765,0,309,30,65,743,,40.3547955729176,2250.9271576643787,0.548508419341,32.640047746482146,,
Denmark,DNK,2012,3739,14815,866,4005,1004,2917,1533,6,16480,372,97,0,37,49,29,216,30,294,2,112,757,0,316,29,64,733,,34.38407373927737,2259.0008325798367,0.551974945145,30.697406570656888,,
Denmark,DNK,2013,3798,14630,879,4016,980,2941,1517,6,16480,381,95,0,36,47,27,216,28,285,2,113,746,0,322,28,64,722,,33.95944830908278,2286.167653364613,0.555409187083,31.067936056257796,0,0
Denmark,DNK,2014,3862,14419,875,3975,959,2924,1514,6,16491,391,94,0,36,48,26,215,27,279,3,117,725,0,323,28,64,717,,33.76824107248074,2246.88545585008,0.560581803944,30.576303760199853,,
Denmark,DNK,2015,3921,14712,865,3989,959,2931,1553,6,16641,401,94,0,35,48,25,217,27,285,3,116,725,0,316,29,66,722,,31.69419338325913,2284.5906306998622,0.572042067487,30.799079524669605,0,2
Denmark,DNK,2016,3984,14932,867,4022,962,2960,1583,6,16839,411,94,0,35,48,24,219,27,289,2,116,725,0,313,29,68,730,,33.45029624932743,2331.8468518115446,0.587248027321,32.739267312433476,0,1
Denmark,DNK,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.40263822576061,2376.9167376073474,,33.99396642963905,,
Djibouti,DJI,1990,31,587,24,96,56,123,113,14,290,2,43,0,51,25,11,1,161,92,101,723,4,0,405,4,533,19,,95.9729247603193,511.0333728113236,22.1555702773,149.82088501531658,60,1
Djibouti,DJI,1991,33,614,26,99,59,130,118,15,304,2,44,0,53,27,19,1,170,96,105,747,4,0,430,4,539,19,,100.84646966653062,537.9662041989209,22.8742322178,157.58687901236016,69,8
Djibouti,DJI,1992,35,635,27,102,62,135,122,15,316,2,45,0,54,28,29,1,179,98,109,762,4,0,448,4,562,20,,106.21324203811022,569.8045473565237,22.9576674711,162.8700522308996,0,228
Djibouti,DJI,1993,37,655,28,103,64,140,126,16,327,2,45,1,54,30,45,1,189,100,113,770,5,0,553,4,558,21,,112.24417049673617,598.6848705076247,23.1134630644,168.341761656767,,
Djibouti,DJI,1994,39,676,29,105,66,145,130,16,340,2,46,1,54,32,68,1,201,102,118,780,5,147,491,4,556,22,,117.32001773705433,619.108439173339,23.4556046325,172.18104020071726,33,6
Djibouti,DJI,1995,41,696,30,106,69,150,134,17,352,2,46,1,55,35,98,1,214,104,122,787,5,0,478,4,551,23,,122.6362342396501,641.7764290514976,22.5771371035,176.8128410656039,18,0
Djibouti,DJI,1996,43,716,31,107,72,156,138,17,365,2,46,1,55,37,133,1,232,105,126,793,5,0,480,4,522,23,,126.71421225949916,657.763712445785,21.682964911,191.87549276659723,,
Djibouti,DJI,1997,45,732,32,107,74,161,141,18,378,3,46,1,55,40,185,1,249,107,129,795,5,0,529,4,521,24,,130.28280360044536,668.0889283832447,20.841423588,181.17663019151556,0,11
Djibouti,DJI,1998,47,746,33,107,77,166,144,18,390,3,46,1,55,43,249,1,272,107,132,796,5,0,478,4,518,25,,131.81913674482684,666.1239157987229,19.8209576897,178.48822447785687,,
Djibouti,DJI,1999,49,755,34,106,79,171,147,19,399,3,45,2,54,46,325,1,311,107,132,796,5,0,466,4,531,25,,132.61672839639044,657.7563154044801,18.5759634809,179.33143368144943,,
Djibouti,DJI,2000,51,765,35,106,81,176,149,19,407,3,45,2,53,48,412,1,350,106,132,795,5,0,493,4,532,26,,133.2373059955947,647.0388531644003,17.2567701615,175.13175070013068,,
Djibouti,DJI,2001,53,777,36,105,83,180,150,19,416,3,44,3,51,49,500,1,380,105,132,791,6,0,449,4,529,26,,131.60299987157367,628.5097996749068,15.9975611297,172.29900185009117,,
Djibouti,DJI,2002,55,794,37,106,86,186,152,19,427,3,43,5,50,51,592,2,404,105,131,785,6,0,447,4,520,27,,129.99078990528974,610.9278909983611,15.024950574,170.83545403129455,,
Djibouti,DJI,2003,58,818,39,107,89,195,156,19,442,3,44,8,51,53,678,2,424,107,132,778,6,0,463,4,542,28,,129.2127596903326,598.7741879677245,14.7099141234,172.62447248565445,,
Djibouti,DJI,2004,60,841,40,109,92,203,158,20,457,4,44,7,51,55,749,2,438,108,132,770,6,51,478,4,574,29,,127.20654225155651,584.5264769443806,14.0526131819,172.65684622811125,0,0
Djibouti,DJI,2005,63,865,42,110,95,210,160,20,472,4,43,7,50,57,811,2,447,109,132,761,6,0,484,4,553,30,,123.48097840071493,565.2923980460253,13.2813650682,171.33112639313887,,
Djibouti,DJI,2006,65,887,43,112,98,218,162,20,487,4,43,5,49,59,845,2,455,110,132,750,6,0,493,4,561,30,,121.90517832236604,554.4809722419631,13.1826510585,167.3000303341479,,
Djibouti,DJI,2007,68,917,46,114,103,229,165,20,506,4,43,3,49,61,860,2,460,112,132,743,7,0,490,4,518,31,,114.62929184235962,541.0609803584518,13.0998199971,162.21262922009595,,
Djibouti,DJI,2008,71,947,48,116,107,238,168,20,526,4,42,1,49,63,869,2,459,113,131,734,7,0,439,4,486,33,,109.22374660167623,525.0115712363638,12.8796896715,155.68039524047333,,
Djibouti,DJI,2009,74,973,49,118,110,247,170,20,544,5,42,0,48,65,875,2,463,115,130,724,7,0,421,4,464,34,,106.74523305624344,514.2739799846745,12.8522171418,152.0340341936447,,
Djibouti,DJI,2010,77,997,51,120,113,255,172,20,561,5,41,0,47,67,879,2,461,115,127,711,7,0,421,4,448,34,,104.90352884686797,503.22658600000864,12.6163646489,146.05452168393327,,
Djibouti,DJI,2011,80,1018,53,121,116,261,174,20,578,5,41,0,46,68,879,2,458,116,125,696,8,0,387,4,419,35,,103.19361772241076,493.23382484634595,12.6394910959,133.33487918061468,,
Djibouti,DJI,2012,83,1041,54,123,120,267,175,20,596,5,40,1,45,69,864,2,456,116,121,676,8,0,371,4,398,36,,102.11604955249712,481.49137622456567,12.6513365261,123.48316756645121,,
Djibouti,DJI,2013,86,1063,55,125,123,273,177,20,614,6,40,1,44,70,838,2,452,116,118,656,8,0,359,4,385,37,,100.80989933559711,474.17403495578856,12.6531213651,115.8106730646184,,
Djibouti,DJI,2014,89,1082,56,126,125,277,178,20,632,6,39,1,42,71,817,2,447,116,114,633,8,0,332,4,361,38,,98.46278217213707,464.5487876332097,12.5141285315,105.1661580690054,0,5
Djibouti,DJI,2015,93,1108,57,128,129,283,180,20,652,6,38,1,41,72,778,3,446,116,110,611,9,0,323,4,329,39,,97.5508669100005,457.6321520693002,12.474512967,100.99796179231153,27,0
Djibouti,DJI,2016,98,1137,59,131,132,290,183,20,671,6,38,1,41,72,703,3,448,116,106,584,9,0,319,4,320,40,,97.31877763230307,458.91342762220097,12.6350260078,93.76257090775154,,
Djibouti,DJI,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.16034385182415,457.5882393736786,,91.3173981445482,,0
Dominica,DMA,1990,12,180,19,16,8,56,10,0,93,1,2,0,4,3,2,0,3,9,0,13,3,0,3,0,4,2,,2.038406733164338,22.40198128605885,0.00775424681903,2.278501681417892,,
Dominica,DMA,1991,12,185,19,17,8,60,11,0,97,1,2,0,4,3,2,0,4,10,0,14,3,0,3,0,4,2,,1.8668461141574637,23.03344392596646,0.00770873255785,2.293089024431543,,
Dominica,DMA,1992,13,186,20,17,8,62,11,0,100,1,2,0,4,4,4,0,3,10,0,14,3,0,3,0,4,2,,1.8072406182236758,23.59649241788554,0.00765538718033,2.2276749217503347,,
Dominica,DMA,1993,13,188,21,18,8,64,11,0,102,1,2,0,4,4,5,0,3,10,0,14,3,0,3,0,3,2,,1.7346644531073878,24.383631900105645,0.00761337675024,2.088138236060592,,
Dominica,DMA,1994,13,190,21,18,8,67,11,0,105,1,2,0,4,4,6,0,3,10,1,14,3,0,3,0,3,2,,1.6647567321789634,24.824538680717517,0.00756482037762,2.024749407773412,,
Dominica,DMA,1995,14,190,22,18,8,70,11,0,107,1,2,0,4,4,6,0,4,10,1,14,3,0,3,0,3,2,,1.6252272530454288,25.02261645263004,0.00754244371334,1.9061516258002986,,
Dominica,DMA,1996,14,185,22,18,8,70,11,0,108,1,2,0,4,4,7,1,4,10,0,13,3,0,3,0,3,2,,1.5778856997272055,25.611680840901503,0.00747610321436,1.8472013345769782,,
Dominica,DMA,1997,14,179,21,17,8,70,10,0,108,1,2,0,4,4,5,1,4,11,0,13,3,0,2,0,3,2,,1.5411463184962557,26.011451374766843,0.00740623545078,1.7034438705445305,0,0
Dominica,DMA,1998,14,173,22,17,8,71,10,0,107,1,2,0,4,4,5,1,4,11,0,13,3,0,2,0,3,3,,1.4584948666528479,26.270283611205997,0.00732429958783,1.5786867375020084,,
Dominica,DMA,1999,14,168,23,17,8,71,10,0,107,1,2,0,4,4,8,1,3,10,0,13,2,0,2,0,3,3,,1.3846864054952872,26.94181656604006,0.00729510294374,1.490867394318878,,
Dominica,DMA,2000,15,160,22,16,8,70,10,0,106,1,2,0,3,4,12,1,3,10,0,13,2,0,2,0,2,2,,1.2843830225215829,27.087861964054348,0.00719828574505,1.4629218218187505,,
Dominica,DMA,2001,15,161,23,16,8,70,10,0,106,1,2,0,3,4,10,1,3,10,0,13,2,0,2,0,2,2,,1.1736766448062443,27.713913543215547,0.0071921792227,1.3842007068922724,,
Dominica,DMA,2002,16,165,22,17,8,70,10,0,109,1,2,0,3,4,9,1,3,10,0,13,2,0,1,0,2,3,,1.0900740255840804,27.35904255019691,0.00719218875194,1.3536617535481301,,
Dominica,DMA,2003,16,166,22,17,8,71,10,0,110,1,2,0,3,5,9,1,3,10,0,13,2,2,1,0,2,3,,1.0389356004596462,27.29718280433194,0.00720606571363,1.306720000472745,,
Dominica,DMA,2004,16,164,21,16,8,71,10,0,110,1,2,0,3,5,9,1,3,11,0,13,2,1,1,0,2,3,,1.022347942171446,27.20153625729793,0.00717336504176,1.2520702010460942,,
Dominica,DMA,2005,17,167,22,17,8,72,10,0,111,1,2,0,4,5,7,1,3,11,0,13,2,0,1,0,2,3,,1.0066180991037952,27.21983711145347,0.00720627360358,1.1941731352795102,,
Dominica,DMA,2006,17,169,23,17,9,74,11,0,113,1,2,0,3,5,7,1,3,11,0,13,2,0,1,0,2,3,,0.9204494097853714,27.027237925355173,0.00712258990206,1.1382948599475318,,
Dominica,DMA,2007,17,172,23,17,9,75,11,0,114,2,2,0,4,5,7,1,3,11,0,13,2,2,1,0,2,3,,0.8528864897101285,26.855554268283473,0.00709413997352,1.1127527850288066,,
Dominica,DMA,2008,18,174,24,16,9,76,11,0,116,2,2,0,4,6,6,1,3,11,0,14,2,0,1,0,2,3,,0.8341410021625592,26.73754691086747,0.00704800447829,1.1000603794949257,,
Dominica,DMA,2009,18,175,24,16,9,77,11,0,119,2,2,0,4,6,6,1,3,12,0,14,2,0,1,0,2,3,,0.8524547696490963,27.037034580206917,0.0070369452456,1.094148469696574,,
Dominica,DMA,2010,18,178,25,17,9,80,11,0,123,2,2,0,4,7,7,1,3,11,1,15,2,3,1,0,2,3,,0.8810536341840463,27.57124256501626,0.00700867978136,1.1113744330690347,,
Dominica,DMA,2011,19,183,26,17,10,82,11,0,126,2,2,0,4,7,6,1,3,12,0,15,2,0,1,0,2,3,,0.9089134474515423,28.50394603446118,0.0071102308596,1.1440117811246326,,
Dominica,DMA,2012,19,189,28,17,10,83,11,0,128,2,2,0,4,7,6,1,3,12,0,16,2,0,1,0,2,3,,0.9308838680014461,29.079208114603095,0.0071613594027,1.1796020022656115,,
Dominica,DMA,2013,20,197,28,17,10,85,12,0,132,2,2,0,4,7,6,1,3,12,0,16,2,0,1,0,2,3,,0.9199346832231906,29.95501031522856,0.00727232720687,1.2622461224638957,,
Dominica,DMA,2014,20,202,29,17,10,85,12,0,134,2,2,0,4,7,7,1,3,12,0,16,2,0,1,0,2,3,,0.8922421645735096,30.599161652694956,0.00733072137583,1.4440258718158594,,
Dominica,DMA,2015,20,200,29,17,11,87,12,0,137,2,2,0,4,7,6,1,3,12,0,16,2,31,1,0,2,3,,0.8863760883930236,31.35102844778127,0.00740896147001,1.5262365348777256,,
Dominica,DMA,2016,21,202,30,18,11,89,12,0,143,2,2,0,4,8,6,1,3,13,0,16,3,0,1,0,2,4,,0.8988592495501065,31.408411851096506,0.00782819931711,1.4834999780150269,,
Dominica,DMA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9024612900676683,31.652892043098024,,1.487278321356556,,
Dominican Republic,DOM,1990,678,10333,649,1100,1304,2049,916,83,3435,55,167,6,321,752,317,33,1008,1356,223,4544,103,0,2382,46,1090,268,,670.8593628273509,2245.5744266140778,1.98890510853,1206.276845763244,0,3
Dominican Republic,DOM,1991,720,10635,673,1108,1331,2085,900,85,3601,59,163,6,306,791,504,34,978,1415,222,4545,106,10,2284,47,1001,283,,647.8067114918018,2214.823124811054,2.07133563869,1073.2653002025993,0,1
Dominican Republic,DOM,1992,762,10902,701,1109,1353,2131,873,88,3786,62,158,5,293,826,753,35,935,1486,215,4504,108,0,2132,48,898,300,,602.1292891246777,2134.1090201006728,2.17585232205,916.2827860291632,0,1
Dominican Republic,DOM,1993,813,11252,740,1116,1380,2210,843,93,4020,67,154,5,283,858,1073,35,892,1555,207,4447,110,31,1968,49,796,319,,567.1710745175398,2112.7900107571368,2.28848833712,797.1587211558957,,
Dominican Republic,DOM,1994,864,11506,778,1111,1394,2288,803,98,4255,71,151,4,267,881,1462,36,836,1642,193,4389,111,0,1797,49,693,341,,525.098167394879,2051.0214630339465,2.43090353588,678.6911195467759,0,2
Dominican Republic,DOM,1995,913,11664,816,1098,1401,2369,760,103,4494,76,147,4,257,896,1914,36,784,1714,180,4329,112,0,1621,50,595,365,,493.3651905022259,2014.3439136117827,2.52410524022,584.0147869055959,,
Dominican Republic,DOM,1996,960,11831,853,1087,1407,2452,720,108,4723,80,143,3,246,903,2414,37,729,1770,167,4240,112,25,1460,50,513,389,,457.6682445017837,1951.5511013447428,2.61751978581,499.3167784337265,11,3
Dominican Republic,DOM,1997,1005,11955,880,1079,1411,2514,688,111,4919,84,139,3,235,922,2933,37,673,1801,150,4128,113,0,1319,49,449,408,,432.680544574119,1920.999808439759,2.69094298793,442.7837932482765,0,3
Dominican Republic,DOM,1998,1054,12082,900,1079,1423,2567,664,113,5080,89,135,3,232,939,3462,38,627,1807,134,3999,115,360,1202,48,402,421,,401.63481164359126,1870.5566301874958,2.74674483381,392.1900217561236,,
Dominican Republic,DOM,1999,1106,12360,923,1094,1388,2569,656,109,5206,94,129,2,224,955,3981,39,577,1795,124,3898,117,10,1055,47,370,442,,371.93219260324736,1862.6270195606232,2.85436118604,356.8038194305405,,
Dominican Republic,DOM,2000,1157,12607,962,1126,1363,2630,648,106,5297,99,122,2,225,970,4480,39,543,1754,128,3818,115,0,948,46,366,464,,349.34699751002864,1849.7203395734477,2.95977798702,350.79018160240804,,
Dominican Republic,DOM,2001,1206,12834,999,1154,1339,2682,641,102,5387,104,117,2,221,981,4948,38,518,1719,131,3765,113,0,865,45,360,482,,322.49447026713864,1853.8538531713166,3.08490675597,344.98629786247983,,
Dominican Republic,DOM,2002,1256,13127,1037,1185,1323,2746,638,99,5496,109,143,2,218,998,5339,39,497,1701,131,3732,112,0,804,45,357,501,,291.67362386025957,1839.2723629458062,3.22769504824,331.87555295719613,,
Dominican Republic,DOM,2003,1312,13518,1084,1224,1321,2830,641,97,5631,115,112,2,220,1035,5676,39,492,1701,133,3744,112,0,759,44,358,516,,274.04401673256507,1898.5676113381114,3.39446462267,335.0853642224746,,
Dominican Republic,DOM,2004,1368,13950,1131,1276,1320,2931,651,95,5764,121,114,2,222,1089,5930,39,486,1709,136,3781,111,726,732,44,361,526,,301.2680269828264,2010.7327152476819,3.57894483387,343.43646525431285,,
Dominican Republic,DOM,2005,1427,14483,1192,1310,1307,3041,656,94,5925,127,256,2,218,1139,6041,40,466,1741,138,3763,111,0,710,43,342,525,,298.57451589656347,2058.82209188463,3.79996836554,316.1435951129024,,
